,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
239,8,debug2Zrm7,对 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_08.wav
25,8,debug0IAXH,对 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_08.wav
113,8,debugn78O,对 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugn78OE_prosody_study_exp0_05_5_2020_trial_08.wav
195,8,debugwtf2,对 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_08.wav
99,8,debugGBMeG,对 李 娜 踢 了 王 刚,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_08.wav
509,9,debugQsw3,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_09.wav
994,9,debugTIRYI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_09.wav
451,9,debugKWITH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_09.wav
289,9,debug2Zrm7,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_09.wav
664,9,debugon5NA,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_09.wav
30,9,debug0IAXH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_09.wav
742,9,debugXcGIZ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_09.wav
924,9,debugThRJ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_09.wav
747,9,debugUhIX,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_09.wav
90,9,debugqjXr,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_09.wav
768,9,debugHgTv,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_09.wav
49,9,debugiRoi,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_09.wav
389,9,debug7H9Lw,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_09.wav
778,9,debugUEIdI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_09.wav
792,9,debugxVy5,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_09.wav
799,9,debugepQb,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_09.wav
357,9,debugu3TPO,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_09.wav
997,9,debugfV3vu,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_09.wav
608,9,debugGWPp,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_09.wav
57,9,debugGBMeG,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_09.wav
242,9,debugbPyh,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_09.wav
603,9,debugChhuV,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_09.wav
473,9,debug442SJU,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_09.wav
1024,9,debugNOJtB,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_09.wav
245,9,debugsAs7N,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_09.wav
1025,9,debugXYbKK,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_09.wav
183,9,debugwtf2,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_09.wav
1011,9,debugmUopq,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_09.wav
487,9,debugGS5H,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_09.wav
1039,9,debugUi8I,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_09.wav
390,10,debugon5NA,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_10.wav
541,10,debugQsw3,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_10.wav
304,10,debugUhIX,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_10.wav
762,10,debug2Zrm7,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_10.wav
44,10,debugTIRYI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_10.wav
4,10,debugUi8I,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_10.wav
803,10,debugsAs7N,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_10.wav
43,10,debugfV3vu,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_10.wav
311,10,debugXcGIZ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_10.wav
567,10,debugGS5H,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_10.wav
809,10,debugbPyh,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_10.wav
701,10,debugu3TPO,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_10.wav
259,10,debugxVy5,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_10.wav
577,10,debug442SJU,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_10.wav
28,10,debugmUopq,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_10.wav
273,10,debugUEIdI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_10.wav
985,10,debugiRoi,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_10.wav
1009,10,debug0IAXH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_10.wav
601,10,debugKWITH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_10.wav
981,10,debugGBMeG,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_10.wav
17,10,debugNOJtB,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_10.wav
449,10,debugChhuV,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_10.wav
443,10,debugGWPp,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_10.wav
283,10,debugHgTv,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_10.wav
251,10,debugepQb,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_10.wav
663,10,debug7H9Lw,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_10.wav
15,10,debugXYbKK,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_10.wav
949,10,debugqjXr,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_10.wav
122,10,debugThRJ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_10.wav
862,10,debugwtf2,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_10.wav
812,11,debug2Zrm7,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_11.wav
525,11,debugGWPp,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_11.wav
341,11,debugx6WiC,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugx6WiC_prosody_study_exp0_04_28_2020_trial_11.wav
853,11,debugwtf2,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_11.wav
367,11,debugXcGIZ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_11.wav
535,11,debugKWITH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_11.wav
141,11,debugThRJ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_11.wav
569,11,debugGS5H,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_11.wav
770,11,debugsAs7N,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_11.wav
625,11,debug7H9Lw,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_11.wav
194,11,debugZM9ce,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugZM9ce_prosody_study_exp0_04_28_2020_trial_11.wav
764,11,debugbPyh,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_11.wav
558,11,debug442SJU,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_11.wav
596,11,debugQsw3,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_11.wav
155,11,debugNRJL,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNRJLc_prosody_study_exp0_05_4_2020_trial_11.wav
713,11,debugVMfT,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugVMfTV_prosody_study_exp0_05_5_2020_trial_11.wav
425,11,debugon5NA,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_11.wav
517,11,debugChhuV,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_11.wav
728,11,debugu3TPO,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_11.wav
1040,11,debugiRoi,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_11.wav
10,11,debugfV3vu,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_11.wav
47,11,debugUi8I,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_11.wav
24,11,debugmUopq,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_11.wav
37,11,debugXYbKK,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_11.wav
35,11,debugNOJtB,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_11.wav
225,11,debugUhIX,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_11.wav
277,11,debugepQb,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_11.wav
1010,11,debugamA2l,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugamA2l_prosody_study_exp0_04_25_2020_trial_11.wav
269,11,debugxVy5,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_11.wav
246,11,debugHgTv,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_11.wav
930,11,debugn78O,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugn78OE_prosody_study_exp0_05_5_2020_trial_11.wav
1016,11,debug0IAXH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_11.wav
973,11,debugqjXr,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_11.wav
943,11,debugGBMeG,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_11.wav
1029,11,debugEDvBB,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugEDvBB_prosody_study_exp0_04_28_2020_trial_11.wav
7,11,debugTIRYI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_11.wav
255,11,debugUEIdI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_11.wav
909,12,debugwtf2,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugwtf2z_prosody_study_exp0_05_3_2020_trial_12.wav
638,12,debug442SJU,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug442SJU_prosody_study_exp0_04_20_2020_trial_12.wav
693,12,debugbPyh,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugbPyhN_prosody_study_exp0_05_3_2020_trial_12.wav
318,12,debugHgTv,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugHgTvL_prosody_study_exp0_05_3_2020_trial_12.wav
85,12,debugNOJtB,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNOJtB_prosody_study_exp0_04_23_2020_trial_12.wav
299,12,debugXcGIZ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXcGIZ_prosody_study_exp0_04_27_2020_trial_12.wav
83,12,debugXYbKK,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugXYbKK_prosody_study_exp0_04_22_2020_trial_12.wav
439,12,debugGWPp,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGWPpM_prosody_study_exp0_05_4_2020_trial_12.wav
438,12,debugChhuV,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugChhuV_prosody_study_exp0_04_22_2020_trial_12.wav
649,12,debugGS5H,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGS5HV_prosody_study_exp0_05_5_2020_trial_12.wav
207,12,debugThRJ,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugThRJS_prosody_study_exp0_05_3_2020_trial_12.wav
666,12,debugQsw3,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugQsw3e_prosody_study_exp0_05_5_2020_trial_12.wav
696,12,debugsAs7N,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugsAs7N_prosody_study_exp0_04_23_2020_trial_12.wav
962,12,debug0IAXH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug0IAXH_prosody_study_exp0_04_24_2020_trial_12.wav
982,12,debugiRoi,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugiRoif_prosody_study_exp0_05_4_2020_trial_12.wav
808,12,debugu3TPO,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugu3TPO_prosody_study_exp0_04_22_2020_trial_12.wav
617,12,debugKWITH,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugKWITH_prosody_study_exp0_04_23_2020_trial_12.wav
501,12,debugon5NA,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugon5NA_prosody_study_exp0_04_22_2020_trial_12.wav
734,12,debug2Zrm7,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug2Zrm7_prosody_study_exp0_04_26_2020_trial_12.wav
59,12,debugTIRYI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugTIRYI_prosody_study_exp0_04_22_2020_trial_12.wav
344,12,debugxVy5,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugxVy55_prosody_study_exp0_05_3_2020_trial_12.wav
64,12,debugfV3vu,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugfV3vu_prosody_study_exp0_04_25_2020_trial_12.wav
991,12,debugGBMeG,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugGBMeG_prosody_study_exp0_04_28_2020_trial_12.wav
548,12,debug7H9Lw,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debug7H9Lw_prosody_study_exp0_04_25_2020_trial_12.wav
217,12,debugNRJL,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugNRJLc_prosody_study_exp0_05_4_2020_trial_12.wav
1028,12,debugqjXr,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugqjXrl_prosody_study_exp0_05_3_2020_trial_12.wav
102,12,debugUi8I,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUi8I1_prosody_study_exp0_05_2_2020_trial_12.wav
307,12,debugUhIX,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUhIXB_prosody_study_exp0_05_4_2020_trial_12.wav
331,12,debugUEIdI,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugUEIdI_prosody_study_exp0_04_24_2020_trial_12.wav
76,12,debugmUopq,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugmUopq_prosody_study_exp0_04_30_2020_trial_12.wav
349,12,debugepQb,不 张 悦 亲 了 王 平,blah,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp0/responses_to_analyze/debugepQbq_prosody_study_exp0_05_4_2020_trial_12.wav
