,trial_id,worker_id,supposed_answer_transcript,auto_transcript,status,answer_files
94,6,A2LBMK0NVVBDFK,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_06.wav
189,6,A1ICZ6VHY7Y2OY,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_06.wav
491,6,A2YCMT5BPA0AG9,no Kimmy is kicking Tommy,no can I use kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_06.wav
509,6,A28HB7240OFGEW,no Kimmy is kicking Tommy,no Kimi a chicken Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_06.wav
7,6,A2CHDWKAYZ3P3E,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_06.wav
357,6,A1U8RH67FLZW87,no Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_06.wav
198,6,A17Q4QN6UE0EZC,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_06.wav
160,6,A3L0DCUXI7X3A9,no Kimmy is kicking Tommy,"no, his ticket kicking Tommy",auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_06.wav
242,6,A2MWAXV1YRK5GH,no Kimmy is kicking Tommy,no Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_06.wav
609,6,A3KS8NN4LZ0L4W,no Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_06.wav
406,6,A16G6PPH1INQL8,no Kimmy is kicking Tommy,no Kimi is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_06.wav
127,6,A333STM8M95GJX,no Kimmy is kicking Tommy,give me a cooking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_06.wav
65,7,A1DNJ17PE2RYJZ,yes Kimmy is kicking Tommy,yes Kimmy is kicking timing,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_07.wav
195,7,A3L0DCUXI7X3A9,yes Kimmy is kicking Tommy,yes can you use kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_07.wav
358,7,A1U8RH67FLZW87,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_07.wav
431,7,A16G6PPH1INQL8,yes Kimmy is kicking Tommy,yes Kimmy ass-kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_07.wav
600,7,A3S9PVM70FFORD,yes Kimmy is kicking Tommy,yes it's Kimmy can Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_07.wav
98,7,AZBVA5LTFNE47,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_07.wav
606,7,A3KS8NN4LZ0L4W,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_07.wav
162,7,A17Q4QN6UE0EZC,yes Kimmy is kicking Tommy,yes Kimmy ass-kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_07.wav
534,7,A28HB7240OFGEW,yes Kimmy is kicking Tommy,yes give me a chicken Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_07.wav
454,7,A2YCMT5BPA0AG9,yes Kimmy is kicking Tommy,yes Kimmy is kicking commie,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_07.wav
231,7,A2MWAXV1YRK5GH,yes Kimmy is kicking Tommy,yes Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_07.wav
117,7,A333STM8M95GJX,yes Kimmy is kicking Tommy,yes can we have cooking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_07.wav
12,7,A2CHDWKAYZ3P3E,yes Kimmy is kicking Tommy,yes Kimmy it's kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_07.wav
570,7,A17FGZ1I5P9RZA,yes Kimmy is kicking Tommy,"yes, he is kicking Tommy",auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_07.wav
481,8,A2FLOH4DM8A4ZS,yes Kimmy is kicking Tommy,yes Kimmy's kitchen Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_08.wav
187,8,A28HB7240OFGEW,yes Kimmy is kicking Tommy,yes give me a sticking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_08.wav
494,8,A2LBMK0NVVBDFK,yes Kimmy is kicking Tommy,yes Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2LBMK0NVVBDFK_prosody_study_exp8_01_25_2020_trial_08.wav
503,8,A17Q4QN6UE0EZC,yes Kimmy is kicking Tommy,yes Kimmy's kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_08.wav
452,8,AZBVA5LTFNE47,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_08.wav
539,8,A3L0DCUXI7X3A9,yes Kimmy is kicking Tommy,"yes, is picking Tommy",auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_08.wav
100,8,A2YCMT5BPA0AG9,yes Kimmy is kicking Tommy,yes give me is kicking timing,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_08.wav
2,8,A3S9PVM70FFORD,yes Kimmy is kicking Tommy,yes Kim Kitty Kimmy's kitchen Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_08.wav
353,8,A2MWAXV1YRK5GH,yes Kimmy is kicking Tommy,yes Timmy is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_08.wav
238,8,A1U8RH67FLZW87,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_08.wav
543,8,AOWY4TEB0UCMX,yes Kimmy is kicking Tommy,yes Kami is kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AOWY4TEB0UCMX_prosody_study_exp8_01_22_2020_trial_08.wav
468,8,A333STM8M95GJX,yes Kimmy is kicking Tommy,can you use cooking time,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_08.wav
37,8,A2WIDLIJ6PVME8,yes Kimmy is kicking Tommy,yes Kimmy's kicking Tommy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_08.wav
8,8,A3KS8NN4LZ0L4W,yes Kimmy is kicking Tommy,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_08.wav
237,9,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_09.wav
279,9,A16G6PPH1INQL8,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_09.wav
605,9,A2CHDWKAYZ3P3E,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_09.wav
538,9,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,no Bonnie kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_09.wav
550,9,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_09.wav
362,9,A2MWAXV1YRK5GH,no Bonnie is kissing Benny,no Bonnie is kissing Denny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_09.wav
28,9,A2WIDLIJ6PVME8,no Bonnie is kissing Benny,no Barney's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_09.wav
488,9,A1R5W4RQZTROD8,no Bonnie is kissing Benny,Bonnie is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_09.wav
18,9,A3S9PVM70FFORD,no Bonnie is kissing Benny,no money is getting better,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_09.wav
466,9,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,no mommy is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_09.wav
144,9,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_09.wav
11,9,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_09.wav
478,9,A333STM8M95GJX,no Bonnie is kissing Benny,no mommy is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_09.wav
504,9,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no body is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_09.wav
169,9,A28HB7240OFGEW,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_09.wav
493,9,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_09.wav
370,10,A16G6PPH1INQL8,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_10.wav
35,10,A2CHDWKAYZ3P3E,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_10.wav
107,10,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,no Bonnie's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_10.wav
90,10,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_10.wav
501,10,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_10.wav
109,10,A1ICZ6VHY7Y2OY,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_10.wav
595,10,A17FGZ1I5P9RZA,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_10.wav
139,10,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no bodies Cousin Vinny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_10.wav
625,10,A3S9PVM70FFORD,no Bonnie is kissing Benny,no money is getting better,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_10.wav
172,10,A333STM8M95GJX,no Bonnie is kissing Benny,no bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_10.wav
612,10,A2WIDLIJ6PVME8,no Bonnie is kissing Benny,no bond is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_10.wav
632,10,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_10.wav
485,10,A28HB7240OFGEW,no Bonnie is kissing Benny,no bunnies kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_10.wav
418,10,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_10.wav
186,10,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,no Bonnie is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_10.wav
165,10,A1R5W4RQZTROD8,no Bonnie is kissing Benny,snow bunnies,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_10.wav
155,10,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_10.wav
291,10,A2MWAXV1YRK5GH,no Bonnie is kissing Benny,no funny is kissing Danny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_10.wav
31,11,A2CHDWKAYZ3P3E,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_11.wav
642,11,A3S9PVM70FFORD,no Bonnie is kissing Benny,no money is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_11.wav
171,11,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,no Bonnie is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_11.wav
102,11,A16RLUZLJ318F5,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16RLUZLJ318F5_prosody_study_exp8_01_25_2020_trial_11.wav
347,11,A16G6PPH1INQL8,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A16G6PPH1INQL8_prosody_study_exp8_01_25_2020_trial_11.wav
72,11,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,no Bonnie is kissing Vinny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_11.wav
571,11,A17FGZ1I5P9RZA,no Bonnie is kissing Benny,hello Bonnie is kissing Betty,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_11.wav
621,11,A1F1BIPJR11LSR,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1F1BIPJR11LSR_prosody_study_exp8_01_25_2020_trial_11.wav
635,11,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_11.wav
541,11,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_11.wav
461,11,A28HB7240OFGEW,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_11.wav
300,11,A2MWAXV1YRK5GH,no Bonnie is kissing Benny,no body is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2MWAXV1YRK5GH_prosody_study_exp8_01_25_2020_trial_11.wav
104,11,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no body is cousin Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_11.wav
417,11,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_11.wav
133,11,A1ICZ6VHY7Y2OY,no Bonnie is kissing Benny,nobody is kissing bendy,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_11.wav
142,11,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,no Bonnie's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_11.wav
194,11,A1R5W4RQZTROD8,no Bonnie is kissing Benny,no Bonnie is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_11.wav
602,11,A2WIDLIJ6PVME8,no Bonnie is kissing Benny,no Bonnie is kissing Bindi,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2WIDLIJ6PVME8_prosody_study_exp8_01_25_2020_trial_11.wav
185,11,A333STM8M95GJX,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_11.wav
202,11,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_11.wav
492,12,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,no bunny is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_12.wav
126,12,A333STM8M95GJX,no Bonnie is kissing Benny,no sign is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A333STM8M95GJX_prosody_study_exp8_01_25_2020_trial_12.wav
140,12,A1R5W4RQZTROD8,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1R5W4RQZTROD8_prosody_study_exp8_01_25_2020_trial_12.wav
145,12,AZBVA5LTFNE47,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/AZBVA5LTFNE47_prosody_study_exp8_01_25_2020_trial_12.wav
49,12,A1DNJ17PE2RYJZ,no Bonnie is kissing Benny,no Bonnie is kissing wedding,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1DNJ17PE2RYJZ_prosody_study_exp8_01_25_2020_trial_12.wav
190,12,A17Q4QN6UE0EZC,no Bonnie is kissing Benny,no Bonnie's kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17Q4QN6UE0EZC_prosody_study_exp8_01_25_2020_trial_12.wav
547,12,A17FGZ1I5P9RZA,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A17FGZ1I5P9RZA_prosody_study_exp8_01_25_2020_trial_12.wav
166,12,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no body is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_12.wav
356,12,A1U8RH67FLZW87,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1U8RH67FLZW87_prosody_study_exp8_01_22_2020_trial_12.wav
115,12,A2FLOH4DM8A4ZS,no Bonnie is kissing Benny,nobody is kissing bunny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2FLOH4DM8A4ZS_prosody_study_exp8_01_25_2020_trial_12.wav
617,12,A3S9PVM70FFORD,no Bonnie is kissing Benny,no zodiac Murchison Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3S9PVM70FFORD_prosody_study_exp8_01_25_2020_trial_12.wav
608,12,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_12.wav
512,12,A28HB7240OFGEW,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A28HB7240OFGEW_prosody_study_exp8_01_25_2020_trial_12.wav
5,12,A2CHDWKAYZ3P3E,no Bonnie is kissing Benny,nobody is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2CHDWKAYZ3P3E_prosody_study_exp8_01_25_2020_trial_12.wav
453,13,A2YCMT5BPA0AG9,no Bonnie is kissing Benny,no money is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A2YCMT5BPA0AG9_prosody_study_exp8_01_25_2020_trial_13.wav
161,13,A1ICZ6VHY7Y2OY,no Bonnie is kissing Benny,no bonding is kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A1ICZ6VHY7Y2OY_prosody_study_exp8_01_25_2020_trial_13.wav
193,13,A3L0DCUXI7X3A9,no Bonnie is kissing Benny,no bunnies kissing Benny,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3L0DCUXI7X3A9_prosody_study_exp8_01_25_2020_trial_13.wav
607,13,A3KS8NN4LZ0L4W,no Bonnie is kissing Benny,NA,auto_fail,/Users/xzfang/Desktop/prosody_study_data/exp8/responses_to_analyze/A3KS8NN4LZ0L4W_prosody_study_exp8_01_25_2020_trial_13.wav
